Image,Set,Class_ID,Class_Name,X,Y,Width,Height
20250105_150053_jpg.rf.3c1b6a6a42550d6c0e11c85eefcc73e4.jpg,train,0,Beaker,0.4140625,0.41953125,0.55703125,0.521875
20250105_150054_jpg.rf.606045403c844197e03f508fdb4058f4.jpg,train,0,Beaker,0.428125,0.4171875,0.590625,0.49140625
20250105_150056_jpg.rf.d466d64455c43fb89a6507d22f10ba07.jpg,train,0,Beaker,0.484375,0.41640625,0.396875,0.3421875
20250105_150059_jpg.rf.53c68d68b25eae0ef40312439f9ca36a.jpg,train,0,Beaker,0.4171875,0.35703125,0.35234375,0.35
20250105_150106_jpg.rf.52847c1cf0ebd3e01c5f0efe3ad5b3f6.jpg,train,0,Beaker,0.52109375,0.49140625,0.3671875,0.29375
20250105_150111_jpg.rf.63ac136b24620bdf8acfe7ec96849ef2.jpg,train,0,Beaker,0.571875,0.35703125,0.4828125,0.35703125
20250105_150113_jpg.rf.be32484469bf4b0098ea28f73dcf4aa4.jpg,train,0,Beaker,0.48984375,0.3625,0.5421875,0.58515625
20250105_150117_jpg.rf.d667348a06b7402cdf163bf214ae30d2.jpg,train,0,Beaker,0.496875,0.47578125,0.7546875,0.6875
20250105_150129_jpg.rf.71954f4b548232e9b9f80f11cdab8a4c.jpg,train,0,Beaker,0.57265625,0.57734375,0.58203125,0.51328125
20250105_150136_jpg.rf.508a277941d648603f0ee454cd40e9e4.jpg,train,0,Beaker,0.4140625,0.42578125,0.70625,0.59921875
20250105_150138_jpg.rf.6d6b2ae54bb270a61113e4f39e527cbb.jpg,train,0,Beaker,0.56328125,0.4796875,0.64296875,0.54609375
20250105_151559_jpg.rf.e574bc80ab78362aa6b357140dd86699.jpg,train,0,Beaker,0.50546875,0.5046875,0.27265625,0.26796875
20250105_151600-0-_jpg.rf.3da4620ba93c0d1c9654bb3d4142c318.jpg,train,0,Beaker,0.49453125,0.503125,0.26484375,0.26640625
20250105_151600_jpg.rf.85f6c1d5001ecdacd5462fb430235571.jpg,train,0,Beaker,0.51640625,0.5140625,0.25,0.26640625
20250105_151601_jpg.rf.2b34ee7f401b1002517b67e8b0a69be3.jpg,train,0,Beaker,0.509375,0.49765625,0.32109375,0.32578125
20250105_151602-0-_jpg.rf.01b37ed7aceb2b33afe78b69269a7680.jpg,train,0,Beaker,0.4453125,0.4375,0.32890625,0.33984375
20250105_151602_jpg.rf.eaa27bc7a9fbcdc0444dd0db31db8236.jpg,train,0,Beaker,0.496875,0.31484375,0.38515625,0.38671875
20250105_151605_jpg.rf.2f39a7e6e674640a9d64b4126f5ead4a.jpg,train,0,Beaker,0.384375,0.44140625,0.27578125,0.3
20250105_151606_jpg.rf.a36c84ee0b27c4e70ab2211a7f699ef5.jpg,train,0,Beaker,0.3546875,0.5125,0.41015625,0.384375
